PMID,Title,Abstract
41479639,"Artificial intelligence in hepatopathy diagnosis and treatment: Big data analytics, deep learning, and clinical prediction models.","Artificial intelligence (AI) is rapidly transforming the landscape of hepatology by enabling automated data interpretation, early disease detection, and individualized treatment strategies. Chronic liver diseases, including non-alcoholic fatty liver disease, cirrhosis, and hepatocellular carcinoma, often progress silently and pose diagnostic challenges due to reliance on invasive biopsies and operator-dependent imaging. This review explores the integration of AI across key domains such as big data analytics, deep learning-based image analysis, histopathological interpretation, biomarker discovery, and clinical prediction modeling. AI algorithms have demonstrated high accuracy in liver fibrosis staging, hepatocellular carcinoma detection, and non-alcoholic fatty liver disease risk stratification, while also enhancing survival prediction and treatment response assessment. For instance, convolutional neural networks trained on portal venous-phase computed tomography have achieved area under the curves up to 0.92 for significant fibrosis (F2-F4) and 0.89 for advanced fibrosis, with magnetic resonance imaging-based models reporting comparable performance. Advanced methodologies such as federated learning preserve patient privacy during cross-center model training, and explainable AI techniques promote transparency and clinician trust. Despite these advancements, clinical adoption remains limited by challenges including data heterogeneity, algorithmic bias, regulatory uncertainty, and lack of real-time integration into electronic health records. Looking forward, the convergence of multi-omics, imaging, and clinical data through interpretable and validated AI frameworks holds great promise for precision liver care. Continued efforts in model standardization, ethical oversight, and clinician-centered deployment will be essential to realize the full potential of AI in hepatopathy diagnosis and treatment."
41477820,Machine learning-powered single-molecule cancer diagnosis using DNA origami tags.,"Single-molecule detection (SMD) holds considerable promise in biomedical research. Although atomic force microscopy (AFM) provides an important technique with nanoscale resolution for SMD, its broader application is limited by labeling challenges and slow data processing. Here, we present a machine learning (ML)-powered strategy combining AFM and DNA nanotags for SMD and cancer diagnosis. Nickases are applied to create specific single-strand breaks in target DNA, allowing insertion of exogenous DNA to attach shape-distinct nanotags for AFM imaging. A YOLOv5l algorithm is adopted to automatically recognize target objects in AFM images, which can classify 370 structures in 1.21 seconds with 98% accuracy. The proof of concept of this strategy is confirmed by identifying nickase-edited sites on both linear and circular DNA. Its practical applicability is demonstrated by detecting KRAS Gly12Arg (G12R) and p53 Arg175His (R175H) mutations in samples from patients with pancreatic and colorectal cancer, with accuracy rivaling Sanger sequencing and quantitative polymerase chain reaction, opening avenues for SMD."
41477519,Advancing cardio-oncology: precision-guided cardiovascular care for oncology patients.,"Cardio-oncology, an emerging subspecialty at the intersection of cardiology and oncology, addresses the growing cardiovascular burden among cancer patients and survivors. Advances in cancer therapies, including anthracyclines, immune checkpoint inhibitors (ICIs), chimeric antigen receptor (CAR) T-cell therapy, and targeted tyrosine kinase inhibitors (TKIs), have improved survival but also introduced diverse cardiovascular complications such as heart failure, arrhythmias, hypertension, and ischemia. These complications are influenced by traditional cardiovascular risk factors, aging, and comorbidities, underscoring the need for precision-guided risk assessment and management. Recent innovations in cardio-oncology focus on personalized risk stratification using clinical risk models, genetic profiling, and emerging biomarkers such as high-sensitivity troponin, natriuretic peptides, and microRNAs. Advanced imaging modalities, including echocardiography, global longitudinal strain analysis, and cardiac magnetic resonance, are central to early detection of subclinical injury, with artificial intelligence (AI) increasingly enabling real-time, individualized surveillance. The integration of novel biological insights, such as clonal hematopoiesis of indeterminate potential, further refines risk prediction and mechanistic understanding. Effective cardio-oncology care requires proactive, multidisciplinary strategies that span the continuum from treatment initiation to survivorship, emphasizing longitudinal monitoring, cardioprotective interventions, and patient-centered care. Despite progress, challenges remain in standardizing predictive models, validating biomarkers, and ensuring equitable access to specialized services. Looking forward, the convergence of AI-driven imaging, multi-omic data, and precision therapeutics promises to transform cardio-oncology from reactive management to proactive, personalized care, optimizing both cancer outcomes and long-term cardiovascular health."
41476950,LINNDA: Lymphoma identification through neural network detection aid.,"Preoperative differentiation between primary central nervous system lymphoma (PCNSL) and glioblastoma (GBM) is crucial for appropriate management and surgical planning. This study aims to evaluate the diagnostic performance of the AI-assisted workflow, LINNDA (lymphoma identification through neural network detection aid), in comparison to that of human raters. In total, ten clinicians independently reviewed 46 cases of GBM and PCNSL. The LINNDA workflow evaluated all 1,470 possible pairwise combinations. For each pair, whenever two clinicians disagreed, a DenseNet169 neural network was explicitly integrated as a third independent diagnostic opinion (""tie-breaker""). Integrating the AI-generated predictions improved overall accuracy to 89.9%, exceeding the expert consensus. We further established the superiority of our approach over a third human rater in another 5,108 possible combinatory scenarios. LINNDA has a negative predictive value of 97% for ruling out the diagnosis of PCNSL, providing a sound basis for clinical decision-making."
41476866,Assessing body composition using auto-segmentations of muscle and subcutaneous adipose tissue in prostate cancer patients receiving magnetic resonance-guided radiotherapy.,"BACKGROUND AND PURPOSE: Sarcopenia negatively impacts treatment outcomes in prostate cancer (PCa) patients. With the growing use of magnetic resonance-guided radiotherapy (MRgRT), automated body composition (BC) analysis using deep learning frameworks may allow for early detection of at-risk patients and intervention during treatment. METHODS: T2-weighted images were obtained from 71 patients with intermediate-risk PCa who underwent MRgRT using one of three treatment regimens: androgen deprivation therapy (ADT) with 60 Gy in 20 fractions (20# + ADT), ADT with 36.25 Gy in 5 fractions (5# + ADT), or 36.25 Gy in 5 fractions without ADT (5# + noADT). An auto-segmentation model was developed using a 36/9 train-test split with 5-fold cross-validation, implemented with and without a bowel and bone (BB) mask, to delineate muscle and subcutaneous adipose tissue (SAT). Performance was assessed using mean surface distance, 95th percentile Hausdorff distance and Dice similarity coefficient. The model was then applied to quantify muscle, SAT, and intramuscular adipose tissue from images acquired during MRgRT. RESULTS: Performance metrics were similar with and without the BB mask; however, using the mask resulted in a 24 % reduction in failures. At the start of MRgRT, SAT area differed significantly between 20# + ADT and 5# + noADT (p = 0.04), with significant changes across all ROIs observed by treatment end. CONCLUSION: Routinely acquired MRgRT images can be used for reliable auto-segmentation of BC metrics. Significant differences in BC metrics were found between treatment regimens. This supports their use for sarcopenia detection and adaptive treatment planning."
41476584,Risk stratification for early-stage NSCLC progression: a federated learning framework with large-small model synergy.,"PURPOSE: Accurate prediction of non-small cell lung cancer (NSCLC) progression is crucial for guiding clinical decision-making and alleviating patients' psychological burden. Overtreatment risks unnecessary trauma for low-risk patients, while undertreatment may delay timely intervention for high-risk cases, worsening prognosis. This study aimed to develop a precise risk stratification system. The aim of this study is to develop an accurate risk stratification system to improve prediction accuracy and stratified management. To validate the proposed framework's versatility and robustness, we conducted multiple cross-task validation experiments. MATERIALS AND METHODS: This retrospective study included 926 patients with resected stage I-IIA NSCLC who underwent radical surgery at four centers between January 2014 and September 2019. A multi-center intelligent risk stratification model FesCPI (Federated cross-scale Common-Personal-Interactive learning) was developed. Model performance was evaluated using the area under the receiver operating characteristic curve (AUC), accuracy, sensitivity, specificity, positive predictive value (PPV), and negative predictive value (NPV). Model stability was assessed with five-fold cross-validation, and clinical utility was further validated through decision curve analysis (DCA). Additionally, cross-task experiments for gastric cancer and endometrial cancer were conducted to validate the model's performance. RESULTS: FedCPI consistently outperformed clinical stratification ((DeLong test, p < 0.05)) and federated learning baselines across multicenter tasks. In early-stage NSCLC, it achieved AUCs up to 0.9255 and ACCs up to 0.8909, with 4.23-15.95% gains over competing models. The framework continues to demonstrate outstanding performance in various tasks, including predicting gastric cancer recurrence and endometrial cancer infiltration, thereby validating the effectiveness of this methodology. Feature analyses confirmed complementary roles of VFMs and ResNet18, while ablation studies showed that both Large-Small Model Feature Decomposition and Fusion (LMSF) and Federated Adaptive Communication Mechanism (FACM) were indispensable for optimal performance. CONCLUSION: Our findings suggest that the DL(deep learning)-based FedCPI framework provides a non-invasive, accurate, and reliable tool for early-stage lung cancer risk stratification. Furthermore, the methodology demonstrated excellent performance in independent validation experiments for clinical tasks involving gastric cancer and endometrial cancer. By improving diagnostic precision, this approach has the potential to optimize clinical decision-making and reduce the burden of overtreatment for patients."
41476446,Classification of Mammography Images Based on Multifractal Analysis of BIMFs.,"Breast cancer is a real public health problem. Several women with this disease have died from it. Breast cancer is one of the deadliest cancers. Currently, the only way to combat this scourge is the early detection of breast masses. Mammography is a breast x-ray that allows images of the inside of the breast to be obtained using x-rays, thereby detecting possible abnormalities. Computer-aided diagnosis provides significant support in this direction. This work introduces a new system called MF-BIMFs for computer-aided diagnosis that automatically analyzes digital mammograms to discover areas of interest in breast images and offers experts a second opinion. This system was based on the combination of two steps. The first step is the image preprocessing which was based on the bidimensional empirical mode decomposition (BEMD) of breast mammographic images, and their objective is to decompose the image into several BIMF modes and the residual, while the second step is the extraction of features and irregularity properties of the preprocessed images from the multifractal spectrum on each BIMF and the residual and to extract a better representation of each mode and provide details capable of differentiating the two healthy and cancerous states, using these properties as characteristic attributes to evaluate their performance in characterizing two conditions objectively. The rate of this classification is given by SVM. The experimental results indicate that the BIMF mode provided the best classification rate, approximately 97.32%. The interest of this new approach was applied to real mammographic image data from the Reference Center for Reproductive Health of Kenitra, Morocco (RCRHKM), which contains normal and pathological mammographic images."
41476047,RBFNN-Based PPy/GaN sensor array with wide dynamic range and sub-ppb detection for accurate ammonia identification in human exhaled breath.,"Detecting ammonia (NH) in human breath is vitally important for early warning and disease detection. Polymer composite nanomaterials, which serve as high-performance NH gas sensors, have become a prominent research focus in this field. In this study, polypyrrole (PPy) and various gallium nitride (GaN) nanostructures were selected for synthesis. PPy/GaN gas sensors were successfully fabricated by employing the precisely controllable metal-organic chemical vapor deposition (MOCVD) process in conjunction with in situ oxidative polymerization methods. The gas sensing performance of the sensors was systematically analyzed. The PPy/GaN-1 sensor demonstrated an ultra-wide detection range for NH (100 ppb-1000 ppm) at room temperature, along with exceptional moisture resistance and long-term stability. This can be attributed to the excellent uniformity of the film distribution, which enabled optimal synergy between GaN and PPy. Furthermore, an experiment detecting human exhaled breath was carried out using a sensor array to validate its high sensitivity. With the assistance of machine learning algorithms, high-precision prediction of gases within the low-concentration range was achieved (with an error of 1.17 ppm). Overall, this study offers valuable insights into the development of early warning systems for chronic kidney disease (CKD)."
41475802,Performance of artificial intelligence in breast cancer screening programmes: a systematic review.,"OBJECTIVE: With growing interest in applying artificial intelligence (AI) to population breast cancer screening, the evidence base has expanded rapidly. This systematic review aims to systematically review and summarise the published evidence on the use of AI in breast cancer screening. DESIGN: We conducted a systematic review of primary studies assessing AI for screening mammography, extracting test-accuracy metrics (sensitivity, specificity, recall and cancer detection rates) and workflow outcomes. DATA SOURCES: We searched the Cochrane Breast Cancer Group Specialised Register, Cochrane CENTRAL, PubMed, Embase (Elsevier), Scopus, ClinicalTrials.gov and the WHO International Clinical Trials Registry Platform from January 2012 to June 2025; we also screened reference lists of included studies and relevant reviews. No language restrictions were applied. ELIGIBILITY CRITERIA: Primary studies evaluating AI for screening mammography (digital mammography or digital breast tomosynthesis) in asymptomatic women, assessing AI as a standalone reader or AI-assisted radiologist workflows versus radiologists alone. Eligible designs included randomised trials, prospective paired reader studies, real-world implementation/registry cohorts, retrospective cohorts and multireader-multicase reader studies conducted in population-based or opportunistic screening settings. Key outcomes included diagnostic accuracy metrics (eg, sensitivity, specificity, Area Under the Curve (AUC) and/or programme metrics (cancer detection rate (CDR), recall/abnormal interpretation rate, positive predictive value, arbitration/workload). We excluded protocols, pilot/feasibility studies, case reports, editorials and studies without relevant accuracy or screening outcomes. DATA EXTRACTION AND SYNTHESIS: Two independent reviewers extracted data and assessed risk of bias. Study quality was appraised with Quality Assessment of Diagnostic Accuracy Studies-2 and an AI-specific critical appraisal tool, and findings were synthesised narratively with stratification by study design and AI integration role. RESULTS: 31 studies met the inclusion criteria, encompassing randomised controlled trials, prospective paired-reader studies, registry-based implementations and retrospective simulations, representing more than two million screening examinations across Europe, Asia, North America and Australia. When used as a second reader or within double-reading workflows, AI generally maintained or modestly increased sensitivity (up to +9 percentage points (PP)) while preserving or improving specificity. Triage and decision-referral configurations delivered the greatest operational benefit, reducing reading volumes by 40-90% while maintaining non-inferior cancer detection when thresholds were conservatively calibrated. Stand-alone AI achieved AUC values comparable to radiologists and similar cancer detection in real-world, non-enriched cohorts, although interval-cancer follow-up remains incomplete in several datasets. In prospective randomised evidence, including the Mammography Screening with Artificial Intelligence trial (MASAI) trial, AI-supported screening achieved higher CDRs (6.4 versus 5.0 per 1000; p=0.0021) with stable or reduced false-positive and recall rates. Across implementation and simulation settings, integration of AI reduced radiologist workload substantially, with triage and band-pass approaches reducing the number of reads by approximately 40-90%. Overall certainty is limited by heterogeneity across study designs, reliance on enriched datasets for some accuracy estimates and incomplete interval-cancer follow-up in several major studies. CONCLUSION: Contemporary AI systems show diagnostic performance that is broadly comparable to radiologists and can substantially reduce reading workload, particularly when used as a second reader or triage tool. Emerging prospective evidence supports their safe integration in these roles, although transparent reporting, standardised evaluation and long-term population studies are still required before considering AI as a stand-alone reader. AI may improve workflow efficiency and possibly cancer detection, but definitive evidence on safety, especially interval cancer outcomes, remains essential."
41468029,The Role of Artificial Intelligence in Interventional Pulmonology.,"Artificial intelligence (AI) is revolutionizing interventional pulmonology (IP) by enhancing diagnostics, procedural precision, and patient outcomes. AI-powered tools improve lung nodule detection, radiomics-based risk stratification, and bronchoscopic navigation. Machine learning (ML) algorithms aid in lung cancer screening by analyzing imaging data, reducing false positives, and improving early diagnosis. AI-driven robotic-assisted bronchoscopy enhances navigation and biopsy accuracy, particularly for peripheral lung lesions. Endobronchial ultrasound (EBUS) and cytopathology benefit from AI's ability to assess lymph node malignancy and optimize rapid on-site evaluation (ROSE). AI applications extend to phenotyping chronic obstructive pulmonary disease (COPD) and identifying candidates for bronchoscopic lung volume reduction (BLVR). Deep learning (DL) models analyze computed tomography (CT) imaging and spirometry data to optimize patient selection. AI-driven algorithms are also advancing pleural effusion detection, differentiation, and classification, supporting clinical decision-making. Education and research in IP are also transforming with AI-driven simulation, virtual reality, and automated assessment tools that enhance procedural training and competency evaluation. The integration of AI into clinical work and procedural training accelerates advancements while presenting challenges in ethical AI implementation, data security, and bias mitigation. As AI continues to evolve, its role in IP will expand, improving procedural efficiency, personalizing treatment plans, and optimizing patient selection for interventions. Future developments will focus on refining AI-driven predictive analytics, enhancing robotic-assisted procedures, and integrating AI seamlessly into clinical workflows. The responsible implementation of AI in IP holds the potential to transform patient care, reduce complications, and advance precision medicine."
41467861,Machine Learning-Based Multi-Omics Integration for Identification of Hepatocellular Carcinoma Biomarkers in an Egyptian Cohort.,"Hepatocellular carcinoma (HCC) ranks among the most common causes of cancer-related deaths globally. The high incidence of HCC is largely linked to chronic hepatitis virus infections, liver cirrhosis, and exposure to carcinogenic substances. Egypt has one of the world's highest burdens of HCC, with liver cirrhosis from chronic hepatitis C virus (HCV) infection as the primary risk factor. Malignant conversion of cirrhosis to HCC is often fatal in part because adequate biomarkers are not available for diagnosis of HCC in the early stage. Therefore, there is a critical need for more effective biomarkers to detect HCC at an early stage, when therapeutic intervention is more likely to be successful. Multiomics integration has emerged as a powerful strategy to uncover biomarkers and better understand the molecular underpinnings of complex diseases such as HCC. This study summarizes findings from multiple untargeted and targeted mass spectrometry-based analyses of proteins, N-linked glycans, and metabolites performed on blood samples from HCC cases and cirrhotic cohorts recruited in Egypt. Integrative analysis using machine learning methods is performed to identify a panel of multiomics features that differentiates HCC cases from the high-risk population of cirrhotic patients with liver cirrhosis."
41467359,Multi-Omics Analysis Reveals That the MAZ/HDGF Regulatory Axis Drives High-Grade Serous Ovarian Cancer Progression by Modulating Glycolysis and M2 Macrophage Polarization.,"Super-enhancers (SEs) are large clusters of enhancers that drive high-level expression of genes critical for normal development and tumorigenesis. However, their precise roles in high-grade serous ovarian carcinoma (HGSOC) remain unclear. This study integrated SE-derived regulatory networks with proteomic profiles to identify key pro-tumorigenic signaling in HGSOC progression. Weighted gene co-expression network analysis (WGCNA) and machine learning were used to screen SE-driven core oncoproteins. The influence on cell phenotypes was evaluated by detecting invasion, proliferation, apoptosis, glucose consumption, lactate generation, and tube formation. M2 macrophage polarization was assessed by detecting CD163 cell proportion and TGF-β1 and IL-10 secretion. The MAZ/HDGF interaction was confirmed by luciferase and ChIP-qPCR assays. Xenograft studies were used to evaluate the in vivo function. HDGF was overexpressed and was identified as a core SE-driven oncoprotein in HGSOC. Silencing of HDGF inhibited the invasion, proliferation, and glycolysis of HGSOC cells, promoted their apoptosis, and attenuated HUVEC tube formation and M2 macrophage polarization. Mechanistically, MAZ transcriptionally activated HDGF through promoter binding. Moreover, HDGF re-expression counteracted the suppressive effects of MAZ knockdown on HGSOC cell malignant behaviors, HUVEC tube formation, M2 macrophage polarization, and the growth of xenograft tumors. In conclusion, our study unveils the MAZ/HDGF axis as a novel SE-mediated oncogenic pathway in HGSOC, providing previously unrecognized insights into SE-driven oncogenesis and highlighting potential targets for HGSOC treatment."
